Retailer,State,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Order Month
Walmart,Florida,Men's Street Footwear,50.0,272,1360,435,Outlet,2021,2021-06
Walmart,Florida,Men's Athletic Footwear,60.0,272,1632,441,Outlet,2021,2021-08
West Gear,Florida,Men's Street Footwear,30.0,272,816,416,Outlet,2021,2021-01
Foot Locker,Virginia,Men's Street Footwear,60.0,272,1632,604,Outlet,2021,2021-07
Foot Locker,Virginia,Men's Street Footwear,67.0,272,1822,729,Outlet,2021,2021-08
West Gear,Louisiana,Men's Street Footwear,46.0,272,1251,576,Outlet,2021,2021-12
West Gear,Texas,Women's Street Footwear,33.0,271,894,376,Outlet,2020,2020-11
West Gear,California,Men's Street Footwear,40.0,271,1084,412,Outlet,2020,2020-12
West Gear,California,Women's Athletic Footwear,40.0,271,1084,325,Outlet,2021,2021-02
Sports Direct,Tennessee,Women's Apparel,31.0,271,840,496,Outlet,2021,2021-04
Sports Direct,Tennessee,Men's Athletic Footwear,44.0,271,1192,608,Outlet,2021,2021-04
West Gear,Idaho,Men's Athletic Footwear,40.0,271,1084,466,Outlet,2021,2021-07
Walmart,Arkansas,Men's Street Footwear,39.0,271,1057,444,Outlet,2021,2021-07
Foot Locker,New York,Men's Athletic Footwear,54.0,270,1458,598,Online,2020,2020-03
Walmart,New York,Men's Apparel,54.0,270,1458,656,Online,2020,2020-04
Walmart,New York,Men's Athletic Footwear,50.0,270,1350,594,Online,2020,2020-04
Kohl's,California,Men's Street Footwear,44.0,270,1188,653,Online,2021,2021-04
Sports Direct,Florida,Men's Street Footwear,56.0,270,1512,907,Online,2020,2020-09
West Gear,Louisiana,Men's Street Footwear,86.0,270,2322,1231,Online,2021,2021-07
Foot Locker,South Carolina,Men's Athletic Footwear,58.0,270,1566,767,Online,2021,2021-07
Foot Locker,New York,Women's Athletic Footwear,35.0,270,945,350,Outlet,2020,2020-03
Walmart,New York,Women's Athletic Footwear,41.0,270,1107,410,Outlet,2020,2020-04
Sports Direct,New York,Men's Street Footwear,20.0,270,540,211,Outlet,2020,2020-07
Sports Direct,New York,Men's Athletic Footwear,26.0,270,702,260,Outlet,2020,2020-07
Walmart,Texas,Women's Apparel,39.0,270,1053,569,Outlet,2020,2020-09
Walmart,Texas,Men's Street Footwear,34.0,270,918,349,Outlet,2020,2020-10
West Gear,California,Men's Street Footwear,44.0,270,1188,523,Outlet,2020,2020-12
Walmart,New York,Women's Street Footwear,47.0,268,1260,592,Online,2020,2020-04
Walmart,Texas,Men's Street Footwear,29.0,268,777,373,Online,2020,2020-08
Walmart,Texas,Men's Street Footwear,37.0,268,992,486,Online,2020,2020-08
West Gear,California,Men's Athletic Footwear,56.0,268,1501,420,Online,2021,2021-01
Foot Locker,Florida,Men's Street Footwear,41.0,268,1099,659,Online,2020,2020-08
Sports Direct,Alabama,Women's Street Footwear,51.0,268,1367,820,Online,2021,2021-09
Foot Locker,New York,Men's Athletic Footwear,53.0,267,1415,594,Online,2020,2020-03
Foot Locker,South Carolina,Men's Street Footwear,33.0,265,875,507,Online,2021,2021-03
Walmart,Texas,Women's Street Footwear,27.0,264,713,285,Outlet,2020,2020-08
Walmart,Texas,Men's Street Footwear,33.0,264,871,366,Outlet,2020,2020-09
West Gear,Texas,Men's Street Footwear,30.0,264,792,309,Outlet,2020,2020-11
West Gear,California,Women's Street Footwear,46.0,264,1214,486,Outlet,2021,2021-01
West Gear,California,Women's Apparel,56.0,264,1478,281,Outlet,2021,2021-01
West Gear,California,Women's Apparel,51.0,264,1346,202,Outlet,2021,2021-01
Kohl's,California,Men's Street Footwear,24.0,264,634,279,Outlet,2021,2021-03
Kohl's,California,Women's Apparel,48.0,264,1267,279,Outlet,2021,2021-04
Kohl's,California,Men's Athletic Footwear,41.0,264,1082,336,Outlet,2021,2021-05
Kohl's,California,Men's Athletic Footwear,39.0,264,1030,278,Outlet,2021,2021-05
Kohl's,California,Men's Athletic Footwear,43.0,264,1135,341,Outlet,2021,2021-05
Kohl's,California,Men's Athletic Footwear,42.0,264,1109,333,Outlet,2021,2021-05
Sports Direct,Texas,Women's Apparel,34.0,264,898,467,Outlet,2021,2021-09
Sports Direct,Texas,Men's Athletic Footwear,34.0,264,898,377,Outlet,2021,2021-09
Sports Direct,Tennessee,Men's Athletic Footwear,30.0,264,792,396,Outlet,2021,2021-04
Sports Direct,Tennessee,Men's Athletic Footwear,37.0,264,977,479,Outlet,2021,2021-05
Sports Direct,Alabama,Men's Athletic Footwear,37.0,264,977,537,Outlet,2021,2021-09
West Gear,Idaho,Men's Street Footwear,35.0,264,924,425,Outlet,2021,2021-07
Foot Locker,Idaho,Women's Apparel,51.0,264,1346,794,Outlet,2021,2021-07
Foot Locker,Georgia,Women's Street Footwear,24.0,264,634,203,Outlet,2021,2021-01
Walmart,New York,Women's Apparel,66.0,263,1736,642,Online,2020,2020-05
West Gear,California,Men's Street Footwear,52.0,263,1368,602,Online,2021,2021-02
Sports Direct,Texas,Women's Apparel,53.0,263,1394,878,Online,2021,2021-09
Sports Direct,Tennessee,Women's Street Footwear,36.0,263,947,568,Online,2021,2021-04
West Gear,New York,Men's Street Footwear,59.0,263,1552,869,Online,2021,2021-06
Sports Direct,Michigan,Men's Street Footwear,55.0,263,1447,926,Online,2021,2021-08
Sports Direct,South Carolina,Men's Street Footwear,34.0,263,894,447,Online,2021,2021-02
Sports Direct,North Carolina,Men's Street Footwear,27.0,263,710,383,Online,2021,2021-04
Sports Direct,North Carolina,Women's Apparel,64.0,263,1683,1060,Online,2021,2021-07
Sports Direct,Texas,Men's Athletic Footwear,30.0,263,789,308,Outlet,2020,2020-08
Walmart,Texas,Women's Athletic Footwear,26.0,263,684,328,Outlet,2020,2020-08
West Gear,California,Men's Athletic Footwear,49.0,263,1289,309,Outlet,2021,2021-01
West Gear,California,Men's Apparel,59.0,263,1552,884,Outlet,2021,2021-01
West Gear,California,Men's Street Footwear,39.0,263,1026,359,Outlet,2021,2021-02
Sports Direct,Alabama,Women's Apparel,36.0,263,947,625,Outlet,2021,2021-08
Walmart,Florida,Men's Athletic Footwear,74.0,263,1946,545,Outlet,2021,2021-07
West Gear,Idaho,Men's Athletic Footwear,35.0,263,921,377,Outlet,2021,2021-06
Foot Locker,Mississippi,Men's Street Footwear,31.0,263,815,359,Outlet,2021,2021-06
Foot Locker,New York,Men's Athletic Footwear,46.0,261,1201,528,Online,2020,2020-01
Foot Locker,New York,Women's Street Footwear,46.0,261,1201,564,Online,2020,2020-02
Foot Locker,New York,Women's Athletic Footwear,47.0,261,1227,552,Online,2020,2020-03
Walmart,New York,Men's Apparel,60.0,261,1566,673,Online,2020,2020-05
Walmart,Texas,Women's Apparel,53.0,261,1383,858,Online,2020,2020-10
Walmart,Florida,Men's Street Footwear,83.0,261,2166,953,Online,2021,2021-07
West Gear,New York,Men's Street Footwear,50.0,261,1305,783,Online,2021,2021-05
Foot Locker,New York,Men's Athletic Footwear,47.0,260,1222,513,Online,2020,2020-01
Foot Locker,New York,Women's Apparel,46.0,260,1196,443,Online,2020,2020-01
Foot Locker,New York,Men's Athletic Footwear,48.0,259,1243,535,Online,2020,2020-01
Foot Locker,New York,Men's Athletic Footwear,50.0,259,1295,518,Online,2020,2020-02
Walmart,Texas,Men's Athletic Footwear,38.0,259,984,453,Online,2020,2020-08
Walmart,Texas,Men's Athletic Footwear,41.0,259,1062,478,Online,2020,2020-08
West Gear,California,Men's Athletic Footwear,66.0,259,1709,513,Online,2021,2021-01
West Gear,Florida,Women's Apparel,63.0,259,1632,1061,Online,2020,2020-09
Walmart,New York,Women's Street Footwear,52.0,258,1342,644,Online,2020,2020-04
Foot Locker,New York,Women's Street Footwear,45.0,257,1157,532,Online,2020,2020-03
Foot Locker,Florida,Men's Street Footwear,42.0,256,1075,624,Online,2020,2020-04
Foot Locker,Georgia,Men's Street Footwear,39.0,256,998,579,Online,2021,2021-01
West Gear,California,Men's Athletic Footwear,50.0,256,1280,384,Outlet,2021,2021-01
West Gear,California,Women's Apparel,56.0,256,1434,215,Outlet,2021,2021-02
West Gear,California,Women's Street Footwear,44.0,256,1126,372,Outlet,2021,2021-02
West Gear,California,Women's Apparel,50.0,256,1280,218,Outlet,2021,2021-02
Kohl's,California,Men's Street Footwear,36.0,256,922,433,Outlet,2021,2021-05
Sports Direct,Texas,Men's Street Footwear,30.0,256,768,284,Outlet,2021,2021-09
Sports Direct,Texas,Men's Street Footwear,34.0,256,870,366,Outlet,2021,2021-09
Sports Direct,Texas,Men's Athletic Footwear,43.0,256,1101,506,Outlet,2021,2021-09
Sports Direct,Texas,Women's Apparel,54.0,256,1382,829,Outlet,2021,2021-10
Sports Direct,Tennessee,Men's Street Footwear,28.0,256,717,337,Outlet,2021,2021-04
Sports Direct,Alabama,Men's Street Footwear,31.0,256,794,421,Outlet,2021,2021-09
Walmart,Florida,Men's Athletic Footwear,55.0,256,1408,436,Outlet,2021,2021-12
Sports Direct,Virginia,Men's Street Footwear,26.0,256,666,366,Outlet,2021,2021-02
West Gear,Oregon,Men's Street Footwear,69.0,256,1766,654,Outlet,2021,2021-08
West Gear,Oregon,Men's Athletic Footwear,62.0,256,1587,667,Outlet,2021,2021-08
West Gear,Louisiana,Men's Street Footwear,47.0,256,1203,566,Outlet,2021,2021-06
West Gear,Louisiana,Men's Athletic Footwear,57.0,256,1459,642,Outlet,2021,2021-08
Foot Locker,Georgia,Men's Athletic Footwear,30.0,256,768,307,Outlet,2021,2021-01
Walmart,Mississippi,Men's Street Footwear,41.0,256,1050,472,Outlet,2021,2021-08
Sports Direct,Mississippi,Men's Street Footwear,48.0,256,1229,578,Outlet,2021,2021-12
Sports Direct,Texas,Men's Athletic Footwear,33.0,255,842,379,Online,2020,2020-07
Walmart,Texas,Men's Street Footwear,44.0,255,1122,539,Online,2020,2020-09
Walmart,Texas,Women's Street Footwear,47.0,255,1199,587,Online,2020,2020-10
Sports Direct,Texas,Women's Apparel,54.0,255,1377,923,Online,2021,2021-09
Foot Locker,Florida,Men's Athletic Footwear,46.0,255,1173,528,Online,2020,2020-09
West Gear,Florida,Men's Street Footwear,41.0,255,1046,575,Online,2021,2021-01
Kohl's,Wyoming,Men's Street Footwear,47.0,255,1199,767,Online,2021,2021-08
Foot Locker,Virginia,Men's Street Footwear,79.0,255,2015,1007,Online,2021,2021-07
Sports Direct,Michigan,Men's Street Footwear,55.0,255,1403,856,Online,2021,2021-12
West Gear,Oregon,Men's Street Footwear,79.0,255,2015,967,Online,2021,2021-07
West Gear,Louisiana,Men's Street Footwear,86.0,255,2193,1118,Online,2021,2021-08
Sports Direct,Texas,Men's Street Footwear,20.0,255,510,209,Outlet,2020,2020-07
Walmart,Texas,Men's Athletic Footwear,32.0,255,816,302,Outlet,2020,2020-09
Walmart,Texas,Women's Street Footwear,39.0,255,995,368,Outlet,2020,2020-09
West Gear,California,Women's Athletic Footwear,52.0,255,1326,451,Outlet,2021,2021-01
Walmart,Florida,Men's Street Footwear,68.0,255,1734,624,Outlet,2021,2021-08
West Gear,Louisiana,Men's Street Footwear,73.0,255,1862,875,Outlet,2021,2021-08
Foot Locker,Idaho,Men's Athletic Footwear,37.0,255,944,406,Outlet,2021,2021-08
Walmart,New York,Men's Apparel,64.0,254,1626,683,Online,2020,2020-05
Sports Direct,Texas,Men's Street Footwear,29.0,254,737,331,Online,2020,2020-07
Sports Direct,Texas,Women's Street Footwear,44.0,254,1118,615,Online,2021,2021-09
Sports Direct,Florida,Men's Athletic Footwear,51.0,254,1295,609,Online,2020,2020-05
Sports Direct,Alabama,Women's Street Footwear,41.0,254,1041,656,Online,2021,2021-09
West Gear,California,Women's Street Footwear,46.0,254,1168,456,Outlet,2020,2020-12
West Gear,California,Women's Apparel,60.0,254,1524,335,Outlet,2021,2021-01
Sports Direct,Texas,Women's Street Footwear,47.0,254,1194,537,Outlet,2021,2021-09
Foot Locker,New York,Women's Street Footwear,39.0,252,983,491,Online,2020,2020-02
Foot Locker,New York,Men's Apparel,55.0,252,1386,624,Online,2020,2020-03
Walmart,New York,Women's Athletic Footwear,47.0,252,1184,545,Online,2020,2020-04
Walmart,New York,Men's Apparel,58.0,252,1462,585,Online,2020,2020-04
Walmart,New York,Women's Athletic Footwear,50.0,252,1260,617,Online,2020,2020-04
West Gear,California,Men's Street Footwear,56.0,252,1411,706,Online,2020,2020-12
Kohl's,California,Men's Street Footwear,47.0,252,1184,616,Online,2021,2021-05
West Gear,Florida,Men's Athletic Footwear,55.0,252,1386,624,Online,2020,2020-09
West Gear,New York,Men's Street Footwear,44.0,252,1109,654,Online,2021,2021-03
Amazon,Ohio,Men's Street Footwear,63.0,252,1588,826,Online,2021,2021-07
Foot Locker,Florida,Men's Athletic Footwear,35.0,250,8750,2625,In-store,2020,2020-10
Foot Locker,Florida,Women's Street Footwear,25.0,250,6250,1875,In-store,2020,2020-10
Foot Locker,Minnesota,Women's Apparel,35.0,250,8750,3938,In-store,2020,2020-10
Amazon,Alabama,Women's Street Footwear,30.0,250,7500,3000,Outlet,2021,2021-10
Foot Locker,Missouri,Women's Athletic Footwear,25.0,250,6250,2500,In-store,2021,2021-02
Foot Locker,Missouri,Women's Street Footwear,25.0,250,6250,2188,In-store,2021,2021-10
West Gear,Utah,Women's Athletic Footwear,25.0,250,6250,2500,In-store,2021,2021-03
West Gear,Utah,Women's Athletic Footwear,20.0,250,5000,2000,In-store,2021,2021-04
Amazon,Ohio,Women's Street Footwear,30.0,250,7500,3000,Online,2021,2021-02
Amazon,Kentucky,Women's Street Footwear,35.0,250,8750,3500,Online,2021,2021-03
Walmart,Arkansas,Women's Athletic Footwear,20.0,250,5000,2000,Online,2021,2021-02
Walmart,Arkansas,Men's Apparel,35.0,250,8750,3063,Online,2021,2021-03
West Gear,Oklahoma,Men's Apparel,35.0,250,8750,3063,Online,2021,2021-02
West Gear,Oklahoma,Men's Athletic Footwear,20.0,250,5000,1750,Online,2021,2021-03
West Gear,Oklahoma,Women's Athletic Footwear,15.0,250,3750,1500,Online,2021,2021-09
West Gear,Oklahoma,Men's Apparel,25.0,250,6250,2188,Online,2021,2021-09
Kohl's,Oklahoma,Men's Apparel,35.0,250,8750,3063,Online,2021,2021-01
Kohl's,Oklahoma,Men's Athletic Footwear,25.0,250,6250,2188,Online,2021,2021-02
Kohl's,Kansas,Women's Street Footwear,10.0,250,2500,875,Online,2021,2021-03
Kohl's,Kansas,Women's Apparel,25.0,250,6250,2188,Online,2021,2021-03
Kohl's,Kansas,Women's Street Footwear,35.0,250,8750,3063,Online,2021,2021-05
Kohl's,Kansas,Women's Street Footwear,15.0,250,3750,1313,Online,2021,2021-09
Sports Direct,North Dakota,Men's Athletic Footwear,35.0,250,8750,2625,In-store,2021,2021-06
Foot Locker,North Dakota,Men's Athletic Footwear,30.0,250,7500,2625,In-store,2021,2021-01
Foot Locker,North Dakota,Women's Street Footwear,20.0,250,5000,1500,In-store,2021,2021-01
Foot Locker,North Dakota,Women's Apparel,30.0,250,7500,3000,In-store,2021,2021-01
Foot Locker,Iowa,Women's Apparel,15.0,250,3750,1500,In-store,2021,2021-02
Foot Locker,Iowa,Women's Apparel,20.0,250,5000,2000,In-store,2021,2021-03
Foot Locker,Iowa,Men's Athletic Footwear,35.0,250,8750,3063,In-store,2021,2021-10
West Gear,Iowa,Men's Athletic Footwear,30.0,250,7500,2625,In-store,2021,2021-01
West Gear,Iowa,Women's Street Footwear,20.0,250,5000,1500,In-store,2021,2021-01
West Gear,Iowa,Women's Apparel,30.0,250,7500,3000,In-store,2021,2021-01
West Gear,Wisconsin,Women's Apparel,15.0,250,3750,1500,In-store,2021,2021-02
West Gear,Wisconsin,Men's Athletic Footwear,30.0,250,7500,2625,In-store,2021,2021-09
West Gear,Wisconsin,Women's Street Footwear,25.0,250,6250,2188,In-store,2021,2021-02
West Gear,Indiana,Men's Athletic Footwear,35.0,250,8750,3500,In-store,2021,2021-10
West Gear,West Virginia,Men's Athletic Footwear,30.0,250,7500,3000,In-store,2021,2021-04
West Gear,West Virginia,Women's Street Footwear,20.0,250,5000,2000,In-store,2021,2021-04
West Gear,West Virginia,Women's Street Footwear,25.0,250,6250,2500,In-store,2021,2021-09
Kohl's,New Jersey,Women's Apparel,35.0,250,8750,3500,In-store,2021,2021-04
Sports Direct,New Jersey,Women's Street Footwear,30.0,250,7500,2250,In-store,2021,2021-02
Sports Direct,Connecticut,Women's Street Footwear,30.0,250,7500,2250,In-store,2021,2021-03
Sports Direct,Rhode Island,Women's Street Footwear,30.0,250,7500,1875,In-store,2021,2021-01
Sports Direct,Massachusetts,Women's Athletic Footwear,35.0,250,8750,2188,In-store,2021,2021-02
Foot Locker,New York,Women's Street Footwear,36.0,250,900,414,Online,2020,2020-01
Walmart,Texas,Women's Apparel,47.0,250,1175,752,Online,2020,2020-08
West Gear,New York,Men's Street Footwear,62.0,250,1550,868,Online,2021,2021-08
Foot Locker,Idaho,Women's Street Footwear,46.0,250,1150,610,Online,2021,2021-08
Foot Locker,South Carolina,Women's Apparel,65.0,250,1625,1040,Online,2021,2021-06
Sports Direct,North Carolina,Men's Street Footwear,53.0,250,1325,689,Online,2021,2021-09
West Gear,California,Men's Athletic Footwear,63.0,248,1562,578,Online,2021,2021-01
West Gear,California,Women's Street Footwear,62.0,248,1538,707,Online,2021,2021-01
West Gear,Florida,Women's Apparel,64.0,248,1587,1016,Online,2020,2020-04
Sports Direct,Florida,Women's Street Footwear,52.0,248,1290,477,Online,2020,2020-05
West Gear,New York,Men's Street Footwear,42.0,248,1042,583,Online,2021,2021-04
West Gear,Louisiana,Men's Street Footwear,58.0,248,1438,734,Online,2021,2021-06
Foot Locker,Georgia,Women's Street Footwear,29.0,248,719,280,Online,2021,2021-01
Foot Locker,South Carolina,Women's Street Footwear,51.0,248,1265,455,Online,2021,2021-07
Foot Locker,New York,Women's Athletic Footwear,32.0,248,794,302,Outlet,2020,2020-01
Walmart,Texas,Men's Athletic Footwear,29.0,248,719,280,Outlet,2020,2020-09
West Gear,Texas,Men's Athletic Footwear,33.0,248,818,188,Outlet,2020,2020-11
West Gear,California,Women's Street Footwear,51.0,248,1265,493,Outlet,2021,2021-01
West Gear,California,Women's Street Footwear,39.0,248,967,329,Outlet,2021,2021-01
Kohl's,California,Men's Street Footwear,31.0,248,769,354,Outlet,2021,2021-04
Sports Direct,Texas,Men's Athletic Footwear,22.0,248,546,229,Outlet,2021,2021-09
Sports Direct,Texas,Men's Street Footwear,34.0,248,843,363,Outlet,2021,2021-09
Sports Direct,Texas,Men's Athletic Footwear,39.0,248,967,406,Outlet,2021,2021-10
Sports Direct,Tennessee,Men's Street Footwear,39.0,248,967,464,Outlet,2021,2021-05
Sports Direct,Alabama,Men's Athletic Footwear,40.0,248,992,526,Outlet,2021,2021-10
Walmart,Florida,Women's Apparel,74.0,248,1835,863,Outlet,2021,2021-06
Foot Locker,Virginia,Men's Street Footwear,49.0,248,1215,486,Outlet,2021,2021-12
West Gear,Utah,Men's Street Footwear,28.0,248,694,299,Outlet,2021,2021-07
West Gear,Utah,Men's Street Footwear,27.0,248,670,315,Outlet,2021,2021-08
West Gear,Louisiana,Women's Apparel,80.0,248,1984,813,Outlet,2021,2021-06
West Gear,Louisiana,Men's Athletic Footwear,67.0,248,1662,764,Outlet,2021,2021-07
West Gear,Louisiana,Men's Athletic Footwear,52.0,248,1290,567,Outlet,2021,2021-12
West Gear,Idaho,Women's Apparel,39.0,248,967,532,Outlet,2021,2021-06
Kohl's,New Mexico,Men's Street Footwear,41.0,248,1017,397,Outlet,2021,2021-07
Foot Locker,Georgia,Women's Street Footwear,21.0,248,521,156,Outlet,2021,2021-02
Foot Locker,New York,Women's Athletic Footwear,41.0,247,1013,466,Online,2020,2020-01
Foot Locker,New York,Women's Street Footwear,39.0,247,963,472,Online,2020,2020-01
Foot Locker,New York,Women's Street Footwear,46.0,247,1136,511,Online,2020,2020-03
Walmart,Texas,Women's Apparel,51.0,247,1260,781,Online,2020,2020-10
Kohl's,California,Men's Athletic Footwear,50.0,247,1235,457,Online,2021,2021-05
Foot Locker,Florida,Women's Apparel,41.0,247,1013,628,Online,2020,2020-08
West Gear,New York,Men's Street Footwear,59.0,247,1457,802,Online,2021,2021-07
Kohl's,Wyoming,Men's Street Footwear,46.0,247,1136,716,Online,2021,2021-06
West Gear,California,Women's Street Footwear,40.0,247,988,405,Outlet,2020,2020-11
West Gear,California,Women's Athletic Footwear,46.0,247,1136,409,Outlet,2021,2021-01
West Gear,California,Women's Athletic Footwear,39.0,247,963,260,Outlet,2021,2021-01
West Gear,California,Women's Street Footwear,40.0,247,988,336,Outlet,2021,2021-02
